,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU,cluster
29199,3.244235416,5889620,2.8,0.36,0.42,0.62,0,0,0,10.34629316,313.8,2026.064,0.00576,-0.1268,-0.346,1
29201,2.3035386,6595720,2.9,0.78,0.02,0.08,0.16,0,0,7.98991952,-47.14,532.128,0.00612,1253.2494,0,1
29203,0,322480,0.08,0.1,0.44,0,0,0,0,0.045600104,31.1,-7.416,0.0234,0.3206,-0.317,2
29205,1.539247035,2292520,1.96,0.86,-0.24,-0.94,0,0,0,-4.134787419,-603.08,-469.512,0.00216,-0.012,-0.1524,2
29207,2.023534886,9059520,6.6,1.94,-0.14,-0.12,-0.38,0,0,-0.057950178,-248.72,-114.888,0,338.7112,0.1854,1
29209,2.431541597,1206440,0.36,0.12,0.24,0,0.32,0,0.18,1.305535365,-141.4,-0.832,123.894,332.1158,-0.0716,2
29211,3.666379055,1225440,1.3,0.5,-0.22,0.52,0,0,0,21.88971513,-691.08,8038.56,-0.00144,-0.1744,0.0446,4
29213,0,148020,0.02,-0.24,-0.16,0,0,0,0.08,-1.586244958,-521.3,2.024,-0.03816,-0.0014,-0.285,2
29215,1.10852931,357660,0.6,0.16,-0.04,0,0,0,0,-1.519549584,-932.94,5.808,0.10332,0.3758,0,2
29217,1.260984224,7665680,3.16,1.38,0.58,-0.38,0,0,0.26,1.505162435,745.64,-223.248,121.72824,0.1928,0,1
29219,1.615137236,1183760,0.8,0.2,0.02,-0.32,0,0,0,-2.203605383,40.14,-530.56,0.00072,1.4174,-0.2372,2
29221,-2.419752101,-529000,-7.11E-18,0.06,0.04,-0.08,0,0,0,-0.882116682,-265.8,-81.296,-0.00108,0.0664,-0.1782,2
29223,2.244914114,391260,0.16,0.1,0,0,0,0,0,-0.325532148,-121.2,-7.096,-0.01296,0.042,0.2494,2
29225,0.15861717,571220,0.16,-0.24,0.1,0,0,-0.06,0.02,-0.288926491,82.48,-190.92,18.31248,1.4426,0,2
29227,4.086600669,1677940,0.8,-0.06,-0.18,0.02,0,0,0,-3.855401107,-444.18,-88.168,0,0,-0.133,2
29229,0.884092761,151880,0.5,0.26,0.32,-0.06,0,0,0,-0.545103084,-197.46,4.84,0.02808,0.0846,0,2
39001,1.883987443,906700,0.8,0,0.12,-0.12,0,0,0,-0.466416766,34.74,-176.192,0.05148,0.5352,-0.1986,2
39003,2.514326864,5279740,3.18,0.18,0.06,0.82,0,0,0.06,11.91888719,-112.16,2598.824,0.01044,-1.478,-0.1564,1
39005,1.804930729,3657220,1.88,0.12,0.02,0.18,0.24,0,0,0.314444044,-212.54,74.968,0.30888,206.1556,0,2
39007,1.580736459,1765680,1.12,0.4,-0.16,0,0,0,0,-1.464424413,-493.58,-38.968,-0.03456,0.0124,0,2
39009,1.489369465,231020,0.24,0.06,0.12,0,0,0,0,-0.318056551,-79.36,-3.888,0.05544,0.2188,0,2
39011,2.580664049,7268260,5.26,0.16,0.34,1.2,0,-0.04,0.06,8.905324822,274.22,1577.368,0,-0.0102,0,1
39013,1.843120243,623940,0.3,-0.04,-0.08,0,0,0,0,-1.250514296,-333.58,-12.224,0.02808,1.3228,-0.2384,2
39015,2.259978089,2386680,2.02,0.12,0.04,0.02,0,0,0,-0.53507111,-118.98,-17.136,0.09072,0.2094,0,2
39017,1.669576254,1344660,1.1,0.12,-0.06,0.1,0,0,0,-1.951771508,-487.4,13.824,1.52064,0.3888,0,2
39019,1.420060236,1407560,0.72,-0.12,0,0.04,0.14,0,0,-0.553116326,-103.14,-9.784,0.07056,-0.207,0,2
39021,1.960295235,3471220,2.82,0.26,0.06,0.28,0,0,0,-1.569586707,-375.62,25.456,0.04572,1.3278,0,2
39023,1.138040835,3576620,2.38,0.22,0.28,0.02,0,0,0,0.973008495,112.22,87.472,0.12276,0.2178,0,2
39025,3.29520064,1403620,0.94,0.3,0,0,0,0,0,-0.453996053,-97.28,-9.344,0.10044,0.1992,0,2
39027,2.612134677,4227340,3.38,0.56,0.06,-0.22,0,0,0,-0.994042435,-57.2,-153.2,0.0018,0.2748,-0.3132,2
39029,2.963320824,3476820,3.02,0.02,0.38,-0.04,0.14,0,0,1.538792109,80.44,-35.04,0.0288,378.5572,0,2
39031,2.135860938,3398020,2,0.08,-0.02,0.28,0.24,0,0,2.502947199,-178.86,624.944,-0.2394,285.3402,0,2
39033,2.375212886,8827200,3.74,0.4,0.2,0.4,0,0,0,6.021141341,-61.5,1314.776,-0.018,0.0492,-0.1636,1
39035,0.131474802,-652000,-0.44,0,0,0,0,0,0,-0.055708766,-12.24,-0.992,-0.01188,-0.008,0.059,2
39039,2.181800733,3866240,2.66,0.58,0.12,0,0,0,0,-0.153976461,-7.18,-25.56,-0.0324,0.0642,-0.1088,2
39041,1.512198173,2689340,1.62,0.18,-0.02,0.02,0,0,0,-1.602535296,-183.8,-183.68,0.03564,-0.0598,-0.3668,2
39043,2.259940082,3471420,1.02,0.14,0,-0.04,0,0,0,-0.818751282,2,-108.864,-0.0108,-0.0076,0.2696,2
39045,2.062925778,3252780,2.3,0.22,-0.04,0.3,0,0,0,-0.472895366,-293.5,169.896,0.15228,-0.1078,0,2
39047,2.576424466,4106600,2.66,0.1,0.04,-0.48,0,0,0,-2.665430529,-15.48,-545.856,0.01152,0.2736,-0.0062,2
39049,1.048590697,754800,0.8,0.04,-0.04,0,0,0,0,-0.675058354,-99.58,-86.656,-0.05256,0.1158,0,2
39051,2.111971584,5483540,3.88,0.18,0.72,-0.6,0,0,0,-1.344355905,791.02,-1072.856,0.03132,-0.1736,-0.3642,2
39053,0.637671738,160480,0.08,-0.06,-0.18,0,0,0,0,-1.232766583,-273.66,-24.088,0.03024,0.2624,-0.4572,2
39055,1.679050999,1073980,0.58,0.08,0.12,0,0,0,0,0.878523677,186.12,-3.72,0.3186,-0.5526,0,2
39057,1.885939653,2403880,2.16,0.18,-0.02,0.16,0,0,0,-0.490111576,-201.82,96.768,0.11736,0.2514,-0.3264,2
39059,1.857541444,807120,0.44,0.06,0.02,0.1,0,0,0,-0.782939515,-240.48,29.016,0.02592,-0.0128,-0.3548,2
39061,1.457869809,220800,0,0,0,0,0,0,0,-0.343485047,-70.96,-0.904,-0.00684,-0.0052,-0.2558,2
39063,2.412979582,4413920,3.46,0.52,0.06,-0.04,0,0,0,-0.074266328,-73.4,52.872,0.02484,0.0632,0,2
39065,1.315243387,7865700,3.14,0.66,0.1,0.44,0,0,0,3.525823009,376.56,481.816,0.19584,0.3868,0,1
39067,1.292003783,351680,0.16,0.04,-0.24,0.02,0,0,0,-0.857665649,-316.32,6.792,0.03168,131.1584,-0.4052,2
39069,2.029298275,4209020,2.82,0.22,0.1,0.06,0,0,0,0.002799358,71.36,-71.192,0.08064,-0.0338,0.3884,2
39071,2.287344059,4786780,3.48,0.54,0.08,0.1,0,0,0,0.355667515,-42.96,144.64,-0.00828,0.5128,-0.2872,2
39073,0,94580,0.08,0,0,0,0,0,0,-0.615789462,-120.86,-13.648,0.00576,0.108,0,2
39075,1.522944587,5682620,3.44,0.1,0.48,-0.2,0.44,0,0,-1.328168321,130.52,-681.328,-68.97204,329.069,0,1
39077,1.788130935,7360580,4.06,0.18,0.28,-0.02,0.36,0,0,2.613389209,323.66,-79.344,-0.02808,421.0626,0,1
39079,0,-183540,0.02,0,-0.02,0,0,0,-0.02,-0.617832034,-127.96,-6.144,-2.22E-19,0.2486,-0.4408,2
39081,0,118040,0.04,0,0,0,0,0,0,-0.91099023,-167.62,-24.784,0.03312,0.0486,-0.2678,2
39083,2.062587575,4239800,3.24,7.11E-18,-0.06,0.4,0.86,0,0,2.467371364,-319.32,265.064,0.11592,725.7846,0,1
39085,0.192167327,185180,-0.04,0.02,0,0,0,0,0,-0.147013706,-11.98,-5.368,-0.00216,-0.0168,-0.0926,2
39087,0,12020,0,0,0,0,0,0,0,-0.658696262,-143.42,-11.176,-0.02988,0.1184,-0.184,2
39089,0.543480289,4041300,2.06,0.22,0.2,0.1,0,0,0,-0.231761881,-184.88,101.192,0.24984,1.51,0,2
39091,1.377174103,3263220,2.82,0.46,-0.08,-0.04,0,0.06,0,-1.303325342,-200.7,-109.256,0.14724,0.26,0,2
39093,0.910155559,3630580,0.84,-0.12,-0.02,0.1,0,0,0,-0.512200192,-215.8,85.528,-0.00036,0.297,-0.3484,2
39095,0.187358895,50320,0.36,0,-0.06,-0.02,0,0,0,-1.009056678,-73.6,-104.416,0.0342,0.2676,0.1802,2
39097,2.335031777,5765300,3.8,-0.06,0.1,0.12,0,0,0,0.066440612,-31.74,47.648,0.0414,0.3564,-0.2744,2
39099,1.920968623,2197400,1.46,-0.06,0.04,-0.06,0.48,0,0,2.437610887,50.08,-60.232,0.33984,529.4002,0,2
39101,2.313942817,4895540,2.78,0.36,-0.04,0.66,0,0,0,6.132202752,-53.36,1335.752,0.00612,0.2962,-0.0116,1
39103,0.933967833,1066620,0.82,0.12,0,0,0,0,0,-1.505522014,-296.1,-34.08,0.3672,1.1366,0,2
39105,0.305709794,-140,0.18,0.02,-0.02,0,0,0,0,-0.633383381,-150.8,9.584,0.00432,0.0992,0,2
39109,2.03611154,3044020,2.58,0.34,-0.08,-0.16,0,0,0,-1.744482329,-221.64,-147.208,-0.01584,1.5238,0,2
39111,1.212599734,385380,0.18,0.02,0.04,0,0,0,0,-0.899373755,-200.02,-12.416,0.16524,-0.0386,0,2
39113,2.075506964,2573100,1,0.38,0.32,-3.55E-18,0,0,0,-0.245921976,157.1,-217.384,1.0728,0.4198,0,2
39115,2.220860644,429080,0.26,0.14,-0.06,0.02,0,0,0,-0.631530483,-191.64,55.232,0.00684,0.1752,0,2
39117,2.42656772,3575840,2.2,0.28,0.06,0.02,0,0,0,-1.307627517,-138.04,-137.968,0.16488,0.7494,0,2
39119,2.306688059,2407340,1.58,0.34,0.22,-0.06,0.6,0,0,1.614509135,-83.42,36.76,0.1566,602.271,0,2
39121,0,217320,0.04,-0.06,0.02,0,0,0,0,-1.0962847,-224.94,-1.248,0.02736,0.1404,0,2
39123,1.433757126,2319180,1.06,0.28,0.12,-0.06,0,0,0,0.635625483,182.48,-98.76,-0.01008,0.354,-0.1988,2
39125,2.604054133,7114460,3.1,0.3,0.1,0.58,0,0,0.12,7.464531202,559.42,1050.424,0,0.0212,0.3256,1
39127,2.549701098,1206040,0.66,0.2,0.06,0.18,0,0,0,0.121500654,-171.48,196.704,0.13176,0.3184,0,2
39129,2.104218365,5523520,3.38,0.66,0.22,-0.26,0,0,0,-1.209084724,-23.9,-290.12,0.08964,0.254,-0.2444,2
39131,4.068382898,2264440,0.34,0.24,0.02,0.04,0,0,0,-0.640867773,-127.76,-18.472,0.07596,0.2258,-0.2292,2
39133,1.646895567,808880,0.4,0,0.04,0,0,0,0,-0.606969092,-117.46,-38.88,0.57168,2.5244,0,2
39135,2.022331672,5035800,3.32,0.38,0.34,-0.6,0,0,-0.02,-1.04465162,107.62,-337.232,-0.04536,0.097,0,2
39137,1.696412913,7487760,4.76,0.24,0.32,0.8,0,0,0.06,5.388072036,416.3,930.488,0,-0.0032,0,1
39139,2.079043336,5109080,2.74,0.08,0.02,1.04,0.18,0,0,5.478338258,95.64,1132.752,0.11196,176.749,0,1
39141,1.802133544,2062740,1.72,0.14,-0.16,-0.06,0,0,0,-1.323362637,-320.94,-151.76,0.03168,0.2314,0,2
39143,1.650508532,3068820,2.48,0.1,-0.02,3.55E-18,0,0,0,-1.096717207,-115.36,-116.584,0.036,-0.015,-1.42E-17,2
39145,1.609427377,278460,0.24,-0.12,0.02,0,0,-0.06,0,-0.689758879,-214.1,-5.288,0.0432,1.3136,0,2
39147,1.891969829,4664420,3.86,0.42,0,0.4,0,0,0,0.162035327,-225.46,271.648,0,0.0618,0,2
39149,2.791188379,7152380,5.06,0.4,0.64,0.94,0,-0.06,0,6.911559208,596.22,862.96,0.0378,0.4026,0,1
39151,0.721925237,2137420,1.1,0.22,-0.06,-0.06,-0.34,0,0,-2.019770568,-278.92,-120.016,0.31104,-203.2896,0,2
39153,1.131081584,93800,0.12,0,0,0,0,0,0,-0.215545661,-41.12,-5.672,0.5706,0.1326,0,2
39155,1.59495773,1889380,0.9,0.04,0.08,0,0.08,0,0,-0.783378118,-228.56,-21.752,0.20196,-0.7022,0,2
39157,2.079992254,3530900,2.4,0.22,0.02,0.02,0.34,0,0,0.597802114,-34.56,-101.992,0.08136,312.1816,0,2
39159,2.202926949,7178880,3.5,0.34,0.04,-0.24,0,0.08,0,-1.386973865,-99,-211.04,0.03492,0.0556,-0.2228,2
39161,3.021890465,7709040,5.68,0.3,0.72,0.86,0,0,0.12,10.13460633,654.78,1493.024,-4.44E-19,0.1288,0,1
39163,-0.98444503,172740,0.02,0.04,-0.04,0,0,0,0,-0.389003878,-68.6,-14.808,0.0162,0.0084,0.2924,2
39165,1.736658149,1283340,0.98,-0.06,0,-0.06,0,0,0,-1.563431754,-202.12,-122.616,-0.04284,0.1286,-0.2544,2
39167,1.491777247,1075380,0.44,-0.04,-0.06,0.04,0,0,0,-1.142293635,-283.32,-90.72,0.00756,0.09,0,2
39169,1.749150727,11121080,6.48,0.38,0.08,-0.1,0.8,-0.04,0,8.098560904,276.64,551.176,0.89172,1498.7206,0,1
39171,1.983894869,4463200,2.46,0.16,0.08,0,0,0,0,0.855892873,213.38,-26.84,-0.04608,0.0058,0,2
39173,2.261703548,5380480,3.7,0.12,0.14,-0.06,0,0,0,-0.082610415,147.56,-173.792,0.08748,0.0994,-0.3656,2
39175,2.077537304,6239460,3.44,0.38,0.06,0.3,0,0,0,1.401650066,-74.54,370.056,0,-0.1008,0,2
47001,0,-82120,-0.04,0,0,-0.08,0,0,0,-0.934416443,-165.28,2.4,-0.0558,0.004,-0.2832,2
47003,1.723243732,3470120,0.94,0.24,0.22,-0.06,0.38,0,0,1.719838741,3.86,-87.04,0.05724,505.0748,0,2
47005,2.27842679,303140,0.26,0.24,0.02,0,0,0,0,-0.675145655,-93.98,-43.4,-0.03528,-0.0194,-0.4636,2
47007,2.929903227,280320,0.82,0.12,0.1,0,0,0.02,0,-0.742916689,-172.86,-0.632,-0.00288,17.0894,0,2
47009,-1.118547472,-257240,-0.08,0.02,0.02,0,0,0,0,-1.378909362,-389.66,-9.656,0.05688,0.4188,-0.3088,2
47011,1.802945538,2935500,1.14,0.02,-0.1,0,0.72,0,0,4.644270128,-403.82,-2.024,0.05472,1196.6984,0,1
47013,0,-6320,0,0,-0.1,0,0,0,0,-0.874462856,-219.14,1.272,0.00648,0,0.3502,2
47015,3.176215971,535220,0.7,0.02,0.02,-0.1,0,0,0,-3.763471642,-434.1,-83.792,-0.0468,0.0908,0,2
47017,2.400111229,1950480,0.74,0.32,0.04,-0.08,0,0,0,-2.045010835,-537.9,-94.912,0.00792,0.081,-0.382,2
47019,-0.595997837,21260,-1.78E-18,0,-0.02,0,0,0,0,-0.059687169,-15.32,1.88,0.10584,2.4584,0.3248,2
47021,0.984402738,365380,0.22,0.02,0,0,0,0,0,-1.729872113,-248.34,-22.712,-0.02448,0.205,-0.2118,2
47023,2.7938621,506200,0.28,0.22,-0.08,0,0,0,0,-1.370768822,-171.68,-31.52,0.01836,0.0452,0.248,2
47025,0.745245998,-93520,0.02,-0.06,0.14,-0.04,0,0,0,-0.586880787,-137.14,5.264,0.02592,-0.0186,-0.251,2
47027,3.680294852,2461620,1.44,0.12,0.26,0,-0.14,0,0,12.11459525,229.44,-4.112,-0.03672,1259.2806,-0.2266,1
47029,2.818029144,1143900,0.42,0,-0.08,0,0.4,0,0,0.39884203,-326.98,-4.36,0.08496,421.574,-0.2138,2
47031,2.230421323,1756900,1.14,0.12,0.3,-0.06,0.06,0,0,-2.209659817,-95.86,-77.184,0.072,-318.019,0,2
47033,1.812951683,1771300,1,0.26,0.02,0,0,0,0,0.523862468,75.7,-3.792,-8.88E-19,0,0.1456,2
47035,-0.277064052,333800,0.28,0.28,-0.06,-0.16,0,0,0,-0.536471553,-108.42,-80.408,-0.16704,-0.3414,0,2
47037,3.178965756,-220440,0.04,0,-0.08,0,0,0,0,-1.242080125,-325.34,0.792,0.0108,0.6164,0.0026,2
47039,2.141811593,189100,0.26,0,0,-0.02,0,0,0,-1.550691213,-199.72,-68.832,0.02592,-0.028,0.3652,2
47041,0.435382279,496720,0.14,0.06,-0.1,-0.06,0,0,0,-3.065722604,-489.28,6.128,0.00288,0.0522,-0.3252,2
47043,0.711931727,272740,0.22,-0.06,0.02,0,0,0,0,-1.842484687,-426.66,-40.728,-0.018,-0.1542,0,2
47045,2.220781949,4360920,3.4,0.74,-0.1,0.1,0,0,0,-0.851421146,-254.36,28.208,-0.00504,0.0296,0.163,2
47047,1.350021355,2224280,0.9,0.1,-0.18,-0.3,0,0,0,-2.075002488,-219,-538.48,0.00324,0.0598,-0.1082,2
47049,1.567751551,661840,0.54,0.2,0.12,0,-0.22,0,0,0.023838472,242.04,-10.92,-0.04032,-224.5854,-0.3372,2
47051,2.15807643,660020,0.88,0.36,0.02,-0.26,-0.06,0,0,-5.335295025,-495.98,-328.72,-0.03456,-707.7066,0,2
47053,2.130126204,4283020,2.08,0.66,-0.1,-0.16,0,0,0,-2.469337225,-570.24,-200.392,0.0036,-0.0784,-0.271,2
47055,1.037061155,1057780,0.88,-0.1,-0.12,-0.12,0,0,0,-2.564064092,-652.8,-151.664,-0.2502,-6.712,0,2
47057,1.682896179,164440,0.28,0,0,0,0,0,0,-0.972985088,-133.64,-7.824,-0.04752,0.291,-0.1962,2
47059,1.898245449,1001740,0.68,0.06,0.18,0,-0.24,0,0,-0.792086313,-640.6,-8.232,0.05328,393.5036,0,2
47061,2.366209354,-689180,-0.22,0.04,0.08,-0.04,0.06,0,0,-6.745714979,-114.86,-30.688,0.0162,-1113.955,0,2
47063,1.637941417,209960,0.22,0.1,0,0,-0.16,0,0,-2.120600051,-70.34,-23.656,0.02772,-82.9058,-0.1864,2
47065,3.610293995,491240,0.24,0,-0.18,0,0.32,0,0,0.141453838,-423.2,-14.44,0.05868,477.322,0,2
47067,0,-60080,-0.02,-0.02,0.14,-0.04,0,0,0,1.127898977,129.52,0.456,-0.02952,2.22E-19,-0.054,2
47069,2.058108947,849640,0.74,0.26,-0.08,-0.08,0,0,0,-1.443597723,-406.96,-92.344,0.02448,0.1212,-0.1668,2
47071,3.006378049,1045680,0.86,0.48,-0.04,0,0,0,0,0.096308831,106.74,-77.992,0.0036,0.2582,-0.2082,2
47073,0.418410417,21420,0.12,0,-0.08,0,-0.06,0,0,-1.360848079,-284.04,-3.312,0.11952,-56.1,0,2
47075,1.587042962,2810820,1.36,0.3,0,0,0,0,0,-0.743865935,-169.74,-35.904,0.01008,0.081,0.1356,2
47077,1.62472928,749500,0.46,0.26,-0.2,-0.14,0,0,0,-2.601251584,-485.76,-214.952,0.00936,0.2868,-0.266,2
47079,2.042264765,3114780,1.88,0.5,0.22,0.22,0,0,0,2.629148123,-143.44,908.456,0.12996,0.1512,-0.0466,1
47081,1.581007174,412340,0.12,0.06,-0.08,-0.06,0,0,0,-1.066265683,-274.42,-63.808,-0.01332,-0.0474,0,2
47083,0,271180,0.06,0,-0.02,0,0,0,0,0.410708885,42.36,-0.128,-0.02448,0.238,0.1662,2
47085,0.719575333,201060,0.18,-0.04,-0.1,0,0,0,0,-0.910190342,-233.04,-17,-0.03384,0.043,-0.2112,2
47087,0,-3040,0.02,0.22,0.04,0,0,0,0,-1.0114025,-155.24,-6.208,0.081,0.0044,-0.3286,2
47089,0.670230692,304460,0.02,0.06,-0.04,0,-0.2,0,0,-4.787959494,-377.52,2.368,-0.01404,-307.056,0,2
47091,0,32200,0,0,-0.04,0,0,0,0,-0.648249165,-103.24,3.224,-0.00864,0.0178,-0.2068,2
47093,0.5590714,-13820,-0.02,-0.06,-0.1,0,0,0,0,-2.209493083,-568.38,-13.208,-0.02772,-0.1698,0,2
47095,1.59444642,1568880,0.32,0.12,0,0,0,0,0,-0.272718014,-23.42,0,0,0,0,2
47097,2.318987325,2015880,1.22,0.3,0.04,-0.04,0,0,0,-1.148665769,-231.62,-49.272,0.00108,-0.0108,0.0784,2
47099,1.917084687,2441800,1.6,0.34,0.14,-3.55E-18,-0.02,0,0,-2.325816878,-609.98,-139.096,-0.06732,5.6452,0,2
47101,0,17060,-0.06,0,-0.04,-0.08,0,0,0,-0.712837798,-63.62,-40.408,0.01044,0.0776,-0.222,2
47103,1.815609376,4261380,0.96,0.04,0.08,-0.04,0.58,0,0,3.868207292,-115.82,-59.784,0.08208,1318.329,0,1
47105,3.851041361,2355300,0.34,0.1,-0.12,0,0,0,0,-4.670007646,-555.56,1.176,0.05148,0.0382,-0.3264,2
47107,2.063029787,644420,0.3,0.32,0.08,0,0.06,0,0,-3.169063062,-589.36,-3.296,-0.09252,-113.1402,-0.1768,2
47109,2.967494719,710560,0.4,0.34,0,-0.12,0,0,0,-0.745734225,-11.88,-205.144,-0.00432,-0.0544,-0.3366,2
47111,3.852456303,2034560,1.5,0.18,0,0.1,0.06,0,0,0.055530473,-239.22,4.768,0.05508,243.7166,-0.4848,2
47113,1.740031213,1553900,0.72,0.22,-0.24,-0.1,0,0,0,-1.937015235,-398.16,-162.176,-0.03384,1.212,0.1066,2
47115,0.716054791,208020,0.12,-0.06,-0.06,0,-0.14,0,0,-0.846060604,-40.42,-1.896,0.00936,-175.8274,-0.2296,2
47117,1.486016518,1193340,0.24,0,-0.16,-0.06,0.18,0,0,-1.702330478,-428.08,-51.968,0.03456,148.9298,0,2
47119,2.27799699,1156100,1.08,0.16,0.32,0,0,0,0,-1.936906741,-602.26,-15.032,0.12528,1.9966,0,2
47121,0.519382104,138240,0.1,0.08,-8.88E-19,0,0,0,0,-1.132203094,-115.3,0.448,0.08064,0.0564,0.2724,2
47123,2.16118724,1143380,0.82,0.06,0.3,0,0,0,0,0.441834406,150.02,-4.504,0.05256,0.0394,-0.098,2
47125,2.79349079,1129820,0.98,0.3,0.12,0,0,0,0,-2.069721908,-559.94,-18.312,0.0468,0.1606,0,2
47127,0.650371793,671940,0.32,0,0.36,0,-0.1,0,0,6.296101581,545.02,2.27E-16,0.00216,-123.8242,0.244,2
47129,2.846644631,394820,0.2,0.02,0.02,0,-0.02,0,0,-0.211308796,66.98,2.04,0.16632,-126.1642,-0.1786,2
47131,2.022349088,4435320,1.9,0.46,0.04,-0.04,-0.16,0,0,-1.556182904,-203.02,-341.44,0,105.259,0,2
47133,1.699684037,778600,0.14,0.16,-0.06,0.04,-0.08,0,0,0.85781111,187.54,4.944,-0.0756,0.2082,0,2
47135,0,20900,0.04,0.02,0,0,0,0,0,-0.646089765,-125.12,-13.88,0.1404,0.0698,-0.0198,2
47137,3.856306021,411920,0.42,0,0.16,0,-0.06,0,0,4.235765341,32.64,-2.304,-0.01296,327.2444,0.027,2
47139,2.284533373,863960,0.58,0.08,0.1,0,0.12,0,0,1.583178586,-5.58,4.272,0.01296,357.423,0.2844,2
47141,0.906298852,134660,0.22,0.06,-0.02,0,0,0,0,-1.062263813,-204.28,-16.416,-0.0198,0.007,0,2
47143,2.204062571,132220,0.2,0,-0.14,0,0,0,0,-1.045765986,-173.34,2.288,0.07452,0.1332,0,2
47145,0,-48400,-0.06,0,0,0,0,0,0,-1.405589523,-265.32,2.656,-0.00072,0.1328,-0.1328,2
47147,2.236930636,4050620,2.2,0.16,0.22,-0.12,0,0,0,-3.346961922,-706.54,-119.32,0.018,0.0472,0,1
47149,2.034186589,420020,0.48,0.18,-0.08,0,0,0,0,-2.911039891,-916.42,-6.384,0.04284,-11.038,0,2
47151,0,-161760,-0.08,0,-0.04,0,-0.06,0,0,-1.041209696,-89.02,2.88,0,-201.288,0.3348,2
47153,0.978668942,108040,0.1,0,0,0,0,0,0,-0.642579412,-7.12,0.544,0.01008,-81.9266,0.0028,2
47155,-1.244206406,-236240,-0.2,0,-0.04,0,0,0,0,-2.052401172,-514.24,-7.408,-0.00648,-107.9884,-0.2548,2
47157,0.866096826,63460,-0.14,-0.3,0,0,0,0,0,-0.801602419,-307.38,-9.56,0.01692,0.0568,-0.1852,2
47159,2.871904515,698120,0.44,0.16,0.02,0,0.06,0,0,-2.250807336,-355.62,-10.272,0.04392,-0.0956,-0.497,2
47161,0.678077203,160200,0.14,0.06,0,0,0,0,0,-0.452380441,-98.04,-9.896,0.00036,0.2066,-0.0112,2
47163,-0.823169652,25440,-0.06,0,-0.14,0,0,0,0,-1.707846494,-363.86,-1.728,0.04896,0.084,-0.278,2
47165,1.901988542,777500,0.76,0.14,-0.04,-0.04,0,0,0,-1.699826593,-422.6,-44.264,0.16992,0.5036,0,2
47167,2.094686928,2222640,1.28,0.14,-0.08,0,0,0,0,-1.319711358,-325.2,11.8,0.0504,0.1196,-0.1416,2
47169,0,14700,0.06,0,0.02,0,0,0,0,1.668052344,95.78,2.752,0,-0.0128,0.2774,2
47171,-1.354630817,-81940,-0.08,0,-0.06,0,0,0,0,-0.678850393,-65.72,0.304,0,0.0124,-0.0244,2
47173,0,-24940,0,0.02,-0.04,0,0,0,0,-0.562222366,-63.48,-1.328,-0.00144,0.0092,-0.3124,2
47175,0.891163793,268800,0.12,0.1,0.08,0,0,0,0,1.215682862,170.62,1.528,0.04212,0.0478,-0.0626,2
47177,0.605628015,1555280,0.6,0.12,-0.18,0,0.18,0,0,-0.576422244,-590.9,-38.08,0.00504,500.0574,-0.2724,2
47179,0.48368633,-113060,0.12,0.04,0.14,0,0,0,0,-4.38501505,-745.42,3.864,0.0684,0,-0.1114,2
47181,3.470393746,1402200,0.98,0.1,-0.06,0.02,0,0,0,0.109050071,102.3,-60.888,-0.01008,0.0662,0,2
47183,2.527409167,4730400,2.94,0.68,0.08,-0.14,0.18,0,0,2.402734312,-192.06,144.544,0.05436,769.8862,-0.1108,2
47185,0.991622939,668700,0.18,0,-0.12,0,0,0,0,-1.27021097,-215.54,-32.368,-0.01116,0.2324,-0.1548,2
47187,1.061512547,35280,0.26,-0.1,-0.26,-0.04,0,0,0,-4.322911085,-1257.72,-47.816,0.02736,0.6272,-0.3124,2
47189,0.291267422,164880,0.08,-0.08,-0.08,-0.02,0,0,0,-3.252077542,-942.26,-20.104,0.06912,0.2584,0,2
55001,0.872609777,3861900,0.54,-0.02,0.08,0,0,0,0,0.495485973,191.5,-24.76,-0.07128,-0.5786,-0.3782,2
55003,4.342513874,608440,0.4,0.12,0.2,0,0,0,0,0.229992706,121.5,3.44,-0.05904,-0.089,-0.298,2
55005,1.491596605,7693700,3.62,0.42,0.44,-0.04,0,0,-0.12,0.208272236,-1132.56,-50.28,1276.4286,-0.4798,0,3
55007,1.110546077,265100,0.18,-0.02,0,0,0,0,0,-0.268046704,-195.36,-9.632,0.08784,0.056,-0.351,2
55009,2.281981785,9553720,2.68,0.32,0.66,-0.02,0,0,0,5.744608094,1598.98,-23.84,0.4464,2.2584,-0.4522,3
55011,2.141695706,6647340,5.4,0.42,1.12,-0.12,-0.34,0,-0.2,0.997870463,-90.96,-176.752,-156.3156,773.34,0,1
55013,2.391398554,1309040,0.58,0.14,0.26,0,0,0,0.08,0.112982747,80.18,-31.664,-0.06192,-0.2612,-0.1112,2
55015,2.831383942,7655080,2.96,0.14,1.02,0,0,0,0,6.309436338,1073.9,-33.336,0.02556,-0.1316,-0.2284,3
55017,2.687280842,6615180,4.58,0.56,0.56,0.02,0,0,-0.04,-1.910607285,-1309.8,-5.104,314.06652,2.8782,0,1
55019,1.871172995,13962780,5.86,0.54,1.74,-0.06,0,0,0,2.708934782,1774.9,-122.32,0.00828,44.8832,0,3
