,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU,cluster
21071,0,1480,0,0,0,0,0,0,0,-0.030858353,-6.18,-0.352,0.00576,0.018,0.2218,2
21073,3.191214371,268520,0.42,0.08,0.16,0,0,0,0,0.730385741,72.36,6.28,0.04896,0.1828,-0.2376,2
21075,2.36634665,1803040,0.96,0.02,0,0.08,-0.02,0,0,1.898971041,-75.42,0,0,277.9868,0,2
21077,3.271723602,88040,0.26,0.04,0,0,0,0,0,-1.361745625,-71.36,1.576,0.00864,0.0584,0.3494,2
21079,1.516787344,562580,0.54,0.08,0.18,0,0,0,0,3.774246247,448.92,1.224,0.01656,0.0684,-0.3744,2
21081,0,-263760,0.06,0.08,0,0,0,0,0,-0.794056247,-107.22,1.096,0.07344,0.2354,-0.2958,2
21083,1.664366293,12569340,4.8,1.02,0.08,-0.32,-0.08,0,0,6.194390887,-102.68,-587.872,0.00864,2460.9514,0,1
21085,2.230015179,1269140,1.38,0.02,0.12,-0.14,0.08,0,0,-2.244977671,-256.76,-243.616,-0.00504,-80.9818,0,2
21087,2.838617908,1535620,0.98,0.28,-0.08,0,-0.02,0,0,-0.901387578,-353.94,-7.952,0.01116,228.419,-0.0992,2
21089,0,-119280,0.1,-0.04,0,0,0,0,0,-0.818265654,-147.38,1.592,0.01512,0.06,-0.2908,2
21091,1.296247153,63100,0.12,-0.04,0,-0.08,-0.06,0,0.12,-3.57284866,-176.06,-171.296,-0.00216,0.028,-0.0018,2
21093,2.425296341,1193980,1.48,0.12,-0.06,-0.06,-0.08,0,0,-2.962597605,-842.68,-74.304,-0.01368,-39.6782,0,2
21095,0,3360,0,0,0,0,0,0,0,0.039329592,8.88,0.544,0,0,0.0662,2
21097,1.297292407,540900,0.6,0.14,0,-0.02,0,0,0,-0.548497337,-58.68,-28.072,-0.01872,0.0544,-0.3416,2
21099,1.813354027,161180,0.56,0.16,0.22,0,0,0,0,-2.67277588,-570.48,-0.992,0.19548,0.6656,-0.5774,2
21101,1.796900517,2357480,1.76,0.2,0.02,0,0.02,0,0,-1.907697783,-307.18,-124.304,0.0072,0,0.1426,2
21103,0.347290604,-148280,0.2,0.02,-0.06,0,0,0,0,-2.315686151,-327.74,-15.464,0.0144,-0.0124,-0.2144,2
21105,1.485341444,6304960,1.74,0.16,0.04,0.24,-0.16,0,0,9.656180357,-124.86,424.768,0,911.9194,0,1
21107,2.321854691,4992200,1.28,0.16,-0.08,-0.08,-0.02,0,0,3.440180982,-293,-436.992,0.07812,1695.9796,-0.1014,1
21109,0,-130560,-0.1,0.1,-0.08,0,0,0,0,-0.095079993,-5.26,-11.704,0.08712,-0.0706,-0.0538,2
21111,0.615512445,-427020,-0.1,0.02,0,0,0,0,0,-0.774524135,-148,-4.328,-0.09036,0.0494,-0.3722,2
21113,0.111627472,34220,0.04,0.14,0.04,0,0,0,0,-2.697168414,-237.9,-2.576,0.00252,-0.045,-0.018,2
21115,0,-24700,0,0.02,0,0,0,0,0,0.01130725,2.52,-0.88,0.00396,0.024,-0.1336,2
21117,0,320,-0.02,0,0,0,0,0,0,-0.730350325,-68.64,-0.376,2.16864,6.04,0.1664,2
21119,0,19620,0,0.08,0,0,0,0,0,0.094503946,17.22,0,0,4.44E-19,-0.0122,2
21121,0,-28520,0,-0.08,0,0,0,0,0,-0.420559974,-83.1,-0.984,0,-0.0126,-0.0594,2
21123,3.064577425,1050000,0.92,0.38,-0.08,0.04,0,0,0,-5.342618508,-657.94,-65.728,0.03924,0.0788,-0.2884,2
21125,0.888096521,7520,0.14,0,-0.08,-0.02,0,0,0,-0.522309852,-116.26,-0.992,-0.009,0.0512,-0.208,2
21127,0,-40920,0,0.08,0,0,0,0,0,-0.151063953,-32.94,0.088,0.06912,0.0308,0.2314,2
21129,0,-18060,0,0.06,0,0,0,0,0,-0.120086783,-12.64,-0.672,0,0,0.32,2
21131,0,-4200,0,0,0,0,0,0,0,0.011309894,2.24,0,0,0,0.1084,2
21133,0,1960,0,0,0,0,0,0,0,-0.024707405,-3.92,-0.336,0.03024,-0.014,-0.0852,2
21135,0.293300016,8740,0.1,-0.06,-0.02,0,0,0,0,-0.906702387,-226.32,-0.296,0.01692,0.1266,-0.3026,2
21137,1.244703526,1262700,0.82,0.04,0.36,0,0,0,0,1.439519745,245.28,2.76,0.11232,0.1552,-0.117,2
21139,1.667821034,756240,0.38,0.18,-0.22,0,-0.06,0,0,-0.919451539,-110.66,-38.608,0.0108,0,0.1224,2
21141,2.772055624,5024080,1.82,0.64,0.26,-0.02,0,0,0,-1.640015685,-359.3,-109.744,0.00864,0.0128,-0.0954,2
21143,-5.68E-17,58880,0,-0.02,-0.02,-0.06,0,0,0,-1.924040933,-166.44,-46.512,-0.01368,-0.0094,-0.1504,2
21145,1.951323608,592740,0.42,0.18,0,0,0,0,0,-1.718699483,-117.14,1.528,-0.01008,-105.812,0,2
21147,0,88600,0.04,0,0,0,0,0,0,0.174475382,38.14,0.48,0,0.0156,-0.062,2
21149,2.058737613,7614840,3.1,0.4,-8.88E-19,-0.34,1,0,0.18,2.535435832,-99.18,-518.44,0,949.2758,0,1
21151,1.029893805,725660,0.9,0.18,0.08,0,0,0,0,2.070464838,483.66,-14.84,0.33264,0.105,-0.1984,2
21153,0,-58800,0,0,0,0,0,0,0,0.16831142,27.18,-0.72,0.00648,0.2268,0.1984,2
21155,2.368092612,1590500,1.5,0.14,0.12,-0.06,0,0,0,0.183627307,86.78,-54.28,0.03024,0,0.099,2
21157,2.129638545,1630380,0.44,0.12,0.06,0.08,-0.1,0,0,1.567606269,-109.66,398.64,0.0342,-43.8138,0.1952,2
21159,0,6080,0,0.06,0,0,0,0,0,0.10706753,12.7,0,0,0,0.0348,2
21161,1.133744414,209100,0.28,0.16,-0.08,0,0,0,0,-0.536698666,-57.32,-9.704,-0.009,0.0232,0.2526,2
21163,2.669058441,1460520,1.24,0.06,-8.88E-19,0,0.08,0,0,-0.797367496,-193.06,-106.264,0.01332,173.2902,-0.138,2
21165,0,-41200,0.02,0.02,0,0,0,0,0,0.253372759,24.76,1.696,0.05544,-0.0098,0.2182,2
21167,1.288017303,1037340,0.68,0.02,0.54,0,0,0,0,4.988906675,644.02,-0.152,0.02448,-0.087,-0.1708,2
21169,1.722135777,817980,0.56,-0.06,-0.08,0,-0.18,0,0,0.047382573,-16.42,-0.624,-0.00684,24.3222,-0.1624,2
21171,3.203487061,3952740,1.54,0.36,0.26,0,0.02,0,0,6.051907415,27.32,-5.032,-0.01584,1010.6594,-0.2088,1
21173,0.792105029,39380,0.18,0.06,0.02,0,0,0,0,1.53094076,156.42,0.096,0.0036,-0.0024,-0.0144,2
21175,0,-172620,0,0.06,0,0,0,0,0,0.376986765,77.08,-2.6,0.0288,0.2656,-0.3486,2
21177,1.251648115,2958060,1.5,0.04,0.06,-0.02,0.12,0,0,0.456706122,-138.14,0,0.04392,248.6602,0,2
21179,1.643588875,1726900,0.76,0.32,0.7,-0.58,0,0,0,-2.286072791,254.54,-748.904,0.04392,0.1448,-0.2412,2
21181,0.82782638,589800,0.14,0,0.08,0,0,0,0,1.661330824,172.34,-4.224,0.07596,0.0152,-0.258,2
21183,2.846737254,4375140,2.28,0.28,0,0,0.46,0,0,-0.220669939,-265.96,-61.576,0.02016,260.3854,0,2
21185,0.623705132,-58920,0.06,0.02,0.04,-0.06,0,0,0,-2.366314433,-233.66,3.68,0.18,0.5688,-0.2792,2
21187,1.309841022,168980,0.28,0.36,0.24,0,0,0,0,0.201062214,34.12,2.264,0.0954,0.181,-0.0926,2
21189,0,-60800,0,0.08,0,0,0,0,0,0.189228849,18.5,0.52,0.01872,0.0858,0.2256,2
21191,0,-162120,-0.06,0,0,0,0,0,0,-3.196833738,-453.64,-4.92,0,0.0556,-0.4564,2
21193,0,18880,0,0.08,0,0,0,0,0,0.079327688,14.5,-0.848,1.11E-19,0.0744,0.2324,2
21195,0,30600,0,0.06,0,0,0,0,0,0.069258189,26.96,1.12,0,0,0.1444,2
21197,0,2500,0.04,0.04,0,0,0,0,0,-0.078138083,-7.82,0.208,-0.02952,0.0332,0.364,2
21199,2.012876023,1326820,0.84,0.38,0.42,0,0,0,0,-0.229360758,-58.78,-19.576,0.00576,0.1256,0,2
21201,0,-93820,0,0,0,0,0,0,0,1.672028608,86.04,0.28,0.01332,0.0068,0.2024,2
21203,0,-73820,0.08,-0.04,0.02,0,0,0,0,-1.306770934,-213.2,-1.072,0.01296,0.1204,-0.1336,2
21205,0,-23000,0.04,0.04,0,0,0,0,0,-0.305875615,-44.56,0.032,0,0.0266,0.1628,2
21207,2.603560377,792300,0.98,0.08,0.54,0,0,0,0,1.858226199,253.6,-9.44,0,0,0.0334,2
21209,-0.143419395,-749300,0.06,-0.06,0.66,0,0,0,0,-1.207015424,-174.44,-1.52,0.1188,-0.006,-0.3226,2
21211,2.44777144,1244380,1.28,0.24,0.3,-0.28,0,0,0,-3.46670979,-450.14,-232.064,0.32148,0.3286,-0.4248,2
21213,3.052330483,2456060,1.74,0.1,0,-0.14,0,0,0,-4.609589701,-416.44,-110.84,0.03456,-31.9632,-0.0168,2
21215,1.633425588,16300,0.1,-3.55E-18,-0.04,0,0,0,0,-2.199480181,-208.02,-4.704,0.03168,0.1056,-0.152,2
21217,3.01318358,1202480,1.12,0.16,0.02,0,0.14,0,0,-1.952431296,-478.7,-35.184,0.01296,244.7832,-0.3054,2
21219,1.815906752,6516120,2.64,0.58,0.2,-0.18,0.04,-0.08,0,-0.630721764,-190.32,-258.096,-0.00036,326.0616,0,2
21221,1.685016176,1831300,0.36,0.04,-0.14,-0.3,0,0,0,-2.654509386,-237.3,-370.552,0.10944,0.7636,-0.1804,2
21223,0.718685493,105960,0.16,0,0,0,0,0,0,-0.490389129,-38.64,0.192,-0.00288,0.1572,-0.228,2
21225,1.850694001,2949120,1.06,0.16,0,-0.52,0,0,0.06,-6.077159649,-512.42,-566.968,0,0,0.0932,2
21227,1.712331319,2862440,1.92,0.3,-0.02,-0.1,-0.08,0,0,-5.868313508,-1739,86.784,0.04212,5.4686,0,2
21229,0.552577654,194520,0.26,0.04,-0.04,-0.04,0,0,0,0.16004307,74.16,-49.536,0.03636,0.1874,-0.2282,2
21231,3.222437702,781820,1.44,-0.04,0.08,-0.16,-0.1,0,0,0.947213419,-115.2,-176.312,0.01908,516.3028,0,2
21233,2.139753015,4714880,1.36,0.58,-0.04,0,-1.36,0,0,3.694338373,-236.76,-59.592,-0.009,931.7928,0.092,1
21235,0,121980,0.04,0.06,0.02,0,0,0,0,-0.084433309,5.66,-1.528,0.00252,-23.1412,-0.1424,2
21237,0,-113380,0,-0.02,0,0,0,0,0,-0.669353827,-74.84,-2.496,0,0.012,0.2922,2
21239,0.10148883,-1261360,0.16,0.12,0.04,0,0,0,0,-1.198758885,-118.06,0.16,0.01152,0.1128,-0.2748,2
22001,2.76793405,3144800,3.12,0.02,-0.04,0,0,0,0,-0.063508883,-18.42,-2.824,0.0216,0.0124,-0.3434,2
22003,2.749391556,629380,0.66,-0.22,0.1,0,0,0,0,-0.157606382,-64.56,2.416,-0.01152,0.0016,-0.0402,2
22005,0.313429765,-82640,-0.08,-0.16,0.08,0,0,0,0,-1.572696486,-234.9,-1.392,-0.0036,0.0012,-0.0062,2
22007,1.468670835,1002800,0.46,0.4,0,0,0,0,0,0.025846323,5.04,-0.536,0,0,0.0296,2
22009,1.869509526,3258740,1.28,0.64,0.24,0,0,0,0,0.639597431,283.88,-7.928,-0.009,0.002,-0.2836,2
22011,1.735564555,238880,0.24,-0.34,-0.1,-0.08,0,0,0,-0.595060663,-327.9,-28.712,0.03996,0.209,-0.3824,2
22013,2.318970062,1253460,0.26,0.14,0.16,0,0.08,0,0,-0.671293001,-100.68,0.048,0.00324,-181.4764,0,2
22015,2.262391326,364880,0.36,-0.22,-0.22,0,0,0,0,-1.256866355,-548.44,1.336,0.0468,0.0314,-0.0642,2
22017,1.986276928,1820920,1.24,0.12,-0.06,0,0.18,0,0,-0.281824847,-306.22,-2.152,0.02592,180.1416,-0.1258,2
22019,2.411738669,525260,0.74,-0.1,0.28,0,0,0,0,0.02760915,33.76,-19.256,0.04896,1.0804,-0.4144,2
22021,1.854020874,410120,3.55E-18,-0.14,0,0,0,0,0,-0.389047906,-99.86,-6.888,-0.00288,0.148,-0.103,2
22023,1.506521245,283720,0.34,0,-0.14,0,0,0,0,-0.441871784,-290.94,-3.192,0.00216,0,0.038,2
22025,2.676777325,2319460,1.6,0.68,-0.06,0,0,0,0,-0.142590488,-50.54,-1.832,0,0.0092,0.0668,2
22027,0.821889976,1823480,0.32,0.2,0.12,-0.06,-0.44,0,0,-0.423690783,-113.26,-8.8,0.00288,-43.6166,0,2
22029,2.783222857,3325480,2.28,1.04,0,0,0,0,0,0.299773605,106.82,1.296,0,0.0348,0.0778,2
22031,0.500890216,23120,0.02,0.12,0.2,0,0,0,0,-0.747663792,-341.52,2.04,0.01332,0.0374,0,2
22033,0.69506022,126960,0.06,0.02,-0.24,0,0.16,0,0,-1.153097155,-333.8,-28.984,0.15408,90.6234,0,2
22035,1.971138811,5043960,2.36,1,-0.1,0,0,0,0,-0.541892934,-118.24,0,0,0,0.1476,2
22037,0.751093646,167920,0.12,0.1,0.02,-0.02,0,0,0,-1.368963666,-311.96,-9.632,0.0198,0.0184,0.037,2
22039,3.163738936,1161340,1.92,0,0.08,0,0,0,0,0.001291008,1.92,-2.704,-0.00504,1.1898,0.0422,2
22041,2.311764791,2654180,2.64,0.78,0.04,0,0,0,0,0.092441159,29.2,0.448,0.0144,0.0216,0.2242,2
22043,2.165289256,149620,0.14,0.04,0.04,0,0,0,0,-0.08548436,-29.18,0.408,-0.01584,-0.015,0.3292,2
22045,1.371479578,1004120,-0.02,0.4,-0.06,0,0,0,0,-0.269559083,-78.6,-1.52,0,0.0216,-0.0628,2
22047,0.762805473,874720,0.1,0.3,-0.18,0,0,0,0,-0.397264938,-127.46,7.11E-18,0.02376,0,0.1332,2
22049,0.409351888,459240,-0.64,0.02,0,0,-0.4,0,0,-2.114347401,-53.18,2.144,0,-572.3512,0,2
22051,0,-144500,-0.12,0.06,0,0,0,0,0,-0.20051771,-30.9,0.048,0.02592,0,0.1128,2
22053,3.577517151,1871480,3,0.06,0.1,0,0,0,0,-0.371097682,-109.76,-15.24,0.02736,-0.0136,-0.224,2
22055,0.840010513,48140,0.1,-0.1,-0.06,0,0,0,0,-2.964662806,-410.66,-1.872,0.0216,0.2328,-0.456,2
22057,1.537569941,825820,-0.08,0.26,-0.3,0,0,0,0,-0.750201388,-414.06,-0.952,-0.00864,0.1422,-0.2888,2
22059,0,10360,0,-0.04,0,0,0,0,0,-0.209677523,-66.44,-1.44,0.03528,0.0184,-0.0222,2
22061,0.670521453,4397820,0.54,0.14,0.12,0,-0.24,0,0,3.151639949,63.54,-0.544,0.0576,707.085,0,1
22063,0.600003598,-99960,-0.12,-0.04,0,0,0,0,0,-1.450091883,-234.42,-11.816,0.03924,-240.3192,-0.3558,2
22065,2.465346897,3855840,2.84,0.42,-1.78E-18,0,0,0,0,-0.001095721,0.02,-0.408,0,0,0.0336,2
22067,2.695605186,4458800,3.22,0.78,-0.02,0,0,0,0,0.535440754,217.98,2.232,0.02232,0.0368,0.2084,2
22069,1.234607618,3183720,0.52,0.08,-0.04,0,-0.12,0,0,0.766034069,94.26,-4.112,-0.0324,406.7918,0,2
22071,0,16300,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22073,1.721568464,1228320,0.42,0.08,-0.08,0,-0.18,0,0,-0.437899729,-96.22,-1,0.00396,-41.242,0,2
22075,3.052281171,385140,0.14,0.16,0.08,0,0,0,0,-0.025620109,-10.88,0.48,0,0.046,-0.0014,2
22077,1.331694809,2575040,0.7,0.4,-0.14,0,0,0,0,-1.365279539,-390.24,-3.792,0.00576,0.0492,-0.0948,2
22079,2.580394385,4867100,2.78,0.78,0.34,0,0,0,0,-0.00396558,1,-3.784,0.1242,0.2204,-0.2728,2
22081,1.931609421,822600,0.46,-0.06,0.32,0,0,0,0,3.081242577,622.48,-1.472,0.00252,0,0.0096,2
22083,3.134586181,2625940,2.14,0,0,0,0,0,0,1.221060894,352.16,-1.184,0.01332,0.0902,0.4222,2
22085,1.056940459,5026900,-0.36,-0.02,0.24,0,0.62,0,0,1.525524159,-30.32,1.408,0.01188,713.7496,0,2
22087,3.48219335,254700,0.18,0.3,0,0,0,0,0,0.198459492,38.78,0,0,0,0.0288,2
22089,-3.11331932,-234480,-0.16,-0.02,0,0,0,0,0,-0.163339821,-24.24,0.576,0,0,0.1636,2
22091,1.36618947,-327480,0.06,-0.06,0,0,0,0,0,-1.205472651,-254.22,-0.952,0,0.1488,0,2
22093,0.626467513,126120,-0.38,0.32,0,0,0,0,0,0.221451077,27.84,1.42E-17,0,0.012,0.0046,2
22095,1.128151859,215720,0.06,0.24,0,0,0,0,0,-0.179444224,-20.04,0.088,0,0,0.0306,2
22097,1.857496432,2526480,2.28,0.62,-0.08,0,0,0,0,-0.386839475,-179.46,-5.92,0.0666,0.7218,-0.5438,2
22099,1.546076139,786140,0.54,0.44,0,0,0,0,0,-0.126495723,-48.5,-0.088,0.01512,0.2032,0.0636,2
22101,0.793797647,803260,-0.12,0.62,0,0,0,0,0,-0.008589973,-2.72,0.168,0.00108,0,0.0788,2
22103,-1.757954197,-159820,-0.14,-0.1,-0.08,0,0,0,0,-0.332752567,-149.06,-3.792,0.03096,7.3988,-0.2604,2
22105,1.500711242,-1060580,-0.12,0,0,0,-0.06,0,0,-2.642845215,-1086.24,2.856,0.045,0.0458,0,2
22107,1.468935427,2489960,0.58,0.28,0,0,0,0,0,-0.017120115,-5.12,-0.24,0,0,0.0144,2
22109,1.10013427,1040220,0.4,0.24,0.14,0,0,0,0,0.127707503,80.8,0.144,0,0.0108,0.401,2
22111,0.6929015,430540,-2.38,0,0.44,-0.04,-0.7,0,0,-7.358841595,80.62,-35.88,0,-3387.5106,0,2
22113,2.706667114,3527460,2.52,0.42,-0.12,0,0,0,0,-0.085606457,-51.98,0.2,0.03636,0.153,-0.4342,2
22115,0.828208859,483600,-0.1,0.06,-0.04,0,0.16,0,0,-0.333905022,-393.04,3.656,0.00792,159.8684,-0.1716,2
22117,1.918587727,-750940,0.16,0.12,0.18,0,0.02,0,0,-2.657787914,-916.18,-5.416,-0.07452,-0.1808,0,2
22119,3.034152333,188100,0.2,0.02,0,0,-0.12,0,0,-0.758102242,-204.22,-0.328,-0.00252,-28.3896,0,2
22121,0.443478609,-135840,0.54,0.12,0,0,0,0,0,-0.124834042,-12.4,7.11E-18,0,0,-0.0408,2
22123,2.996509583,1507080,1.58,0.64,0.04,-0.04,0,0,0,-0.618139781,-115.72,0.64,0,0,-0.0768,2
22125,4.071539842,495380,0.2,0.12,0.22,0,0,0,0,1.467281988,307.04,-0.768,0,0.0028,0.2668,2
22127,5.447369425,941600,0.3,0.08,-0.06,0,0.12,0,0,-0.066590483,-38.54,5.768,0,0,0,2
27001,0.761369168,-59280,0,-0.3,0.08,0,0,0,0,-0.324180254,-304.06,-2.2,-0.0288,0.3642,0,2
27003,1.34580368,1718460,0.2,0.1,0,-0.08,0,0,-0.08,-0.8925263,-116.92,-77.736,0.02088,-0.0286,-0.4212,2
27005,1.493054395,6020160,2.48,0.28,0.1,-0.04,0,-0.06,-0.38,-0.223280949,-331.3,-25.8,204.81048,0.1882,0,2
27007,1.282247765,503900,0.28,-0.06,0.02,0,0,0,0,-0.458751217,-594,-1.584,0.108,0.5392,-0.2612,2
27009,1.522396609,6164580,3.98,0.34,0.54,0.12,0.02,0,0,2.517559048,-166.82,-21.504,0.00216,720.7772,0,1
27011,2.957733798,5378680,4.2,0.68,0.38,-0.16,0,0,0,1.131129506,134.72,157.6,0,0.007,0.1518,1
27013,1.745717494,16355460,6.76,1.18,-0.16,-0.3,0,0.16,0,13.95580372,-231.78,5607.544,30.18096,-0.1606,0,4
27015,1.793948625,12348620,6.82,0.58,0.68,-0.62,0,0,-0.1,3.392856709,294.7,720.912,60.1164,-1.8746,0.1658,1
27017,0,149180,0.06,-0.02,-0.02,0,0,0,0,-0.199672311,-87.6,-1.44,0.01152,-0.056,0,2
27019,2.511950527,3371780,2.78,0.38,0.1,0.04,0,0,0,-4.117450906,-712.4,-42.96,0.1098,0.1776,-0.3682,2
27021,1.61763061,695820,0.4,0.06,0.04,-0.04,0,0,0.06,-0.50295935,-343.76,-182.8,-0.0072,0.26,-0.3508,2
27023,2.143070576,10875280,4.86,1.1,0.4,0.14,0,0,0,4.042663352,1000.54,369.32,-152.5752,-0.4216,0.189,1
27025,1.33607816,1412540,1.2,0.2,0.08,-0.1,0,0,0,-1.618063438,-214.96,-133.32,0.00324,0.5274,0,2
27027,2.154629891,10795820,6.12,1.38,-0.06,0.2,0,0.06,0,-0.227948196,-441.8,344.976,-28.81368,2.2242,0,1
27029,0.416403629,527600,0.1,-0.22,0,0.04,0,-0.06,0,-0.910301761,-429.12,-42.144,0.03384,0.2496,0,2
27031,0,9340,0,0,0,0,0,0,0,-0.003515292,-2.76,0,0,0.0148,0.1002,2
27033,2.16322936,13421600,8.52,0.52,0.1,0.46,0,0,-0.1,11.96199582,117.1,3900.72,-174.7242,121.9972,0.362,4
27035,1.43158888,409220,0.38,-0.04,0.06,-0.04,0,0,-0.06,-0.905023902,-428.66,-93.344,0.0558,53.9148,0,2
27037,1.703254102,7853280,3.42,0.58,-0.24,-0.08,0,0,-0.02,-2.55772652,-528.76,-216.608,-9.09E-16,0.055,0,2
27039,2.239899804,8867120,4.82,0.36,0.1,0.46,0,0,0.2,7.453516832,-306.56,1778.72,223.69824,0.2796,-0.1276,1
27041,1.570737629,2960180,1.9,0.54,0.34,-0.22,0,0,-0.08,-2.392749208,-391.54,-397.792,0.00324,0.4164,-0.3046,2
27043,2.547137347,11585120,8.78,0.56,0.22,-0.5,0,0,0,1.990585312,-36.28,770.464,-0.01116,0.2668,0.2094,1
27045,2.174655703,9811840,5.8,0.52,0.8,-0.66,0,0,0.12,-0.789110707,-460.5,217.24,-111.42144,2.6202,0,1
27047,2.466001795,13083640,9.4,0.64,0.2,-0.56,0,0,0,7.273681052,194.92,2384.28,86.84964,-1.2564,-0.0708,4
27049,2.386990573,13017320,8.04,0.76,1.24,-0.12,0,0,0.1,1.453014616,-319.62,408.64,480.24756,0.274,0,3
27051,2.699488397,7969500,3.76,0.88,0.16,-0.16,0,0,0,0.965936521,287.78,-13.528,-0.01296,-0.277,0.1294,1
27053,0.350618224,719900,0.44,-0.04,0,0,0,0,0,-0.669530082,-140.96,-50.776,0.0792,-0.1186,-0.3062,2
27055,2.203656126,3156500,2.44,-0.24,0.52,-0.08,0,0,-0.02,-2.904194015,-426.68,-404.056,0,0.103,0.1578,1
27057,0.711961123,1256660,0.2,0.04,-0.06,-0.06,0,0,0,-0.483302134,-210.66,-21.552,0.04248,0.623,-0.2786,2
27059,1.905365424,1620180,0.94,-0.08,0.04,-0.1,0,0,0,-0.877090394,-49.88,-147.624,-0.00972,-0.0948,-0.3616,2
27061,1.248375812,207960,0.22,0.02,-0.02,0,0,0,0,-0.219191647,-298.82,-3.704,-0.03492,-0.1324,-0.1584,2
27063,2.067796498,10976840,7.4,0.72,0.32,-0.3,-0.04,0,-0.06,4.580408568,-134.12,1801.84,0.01008,0.1574,0.0128,1
27065,2.900712108,756540,0.74,0.14,0,-0.16,0,0,0,-2.908196535,-606.6,-179.248,0.19044,-0.1372,0,2
27067,1.187524489,13216640,6.1,1,0.78,-0.62,0,0,0.02,1.006932468,741.54,-119.56,-205.89552,0.1348,-0.3138,1
27069,3.065526423,4898240,4.54,0.06,0.08,-0.06,0,0,0,-0.230358908,-116.86,-14.152,0,-0.134,0.0296,2
27071,0.917152602,228840,0.06,-0.14,0,0,0,0,0,-0.078028704,-120.78,-4.712,-0.06516,0.0882,-0.0202,2
27073,2.5483464,9393460,7.7,0.98,-0.04,0.56,0,-0.06,0.06,3.53292186,-50.46,1449.64,0,0.663,0.1794,1
27075,0,9800,0,0,0,0,0,0,0,-0.007164304,-6.7,-1.584,0.00792,0,0.4484,2
27077,3.895464967,545580,0.54,-0.86,0,0,0,0,0,-0.382268375,-252.9,-4.08,0.01296,0.0096,-0.0316,2
27079,2.404392115,6645660,5.14,0.54,-0.02,0.48,0,0,0.24,2.362496289,-254.1,792.048,11.85948,-0.5762,-0.1636,1
27081,2.367451999,7188780,4.98,0.64,0.06,0.02,0,0,0,2.876224506,-219.3,1019.016,-0.04032,-0.2006,0.2636,1
27083,2.264176876,15573260,8.3,0.02,1.08,-0.1,0,0,-0.06,6.204997743,716.68,1243.392,336.57624,-0.408,0,3
27085,3.034607997,7160480,5.22,0.82,0.36,0,0,0,0,-2.328599787,-290.04,-302.8,-0.00504,0.01,0,1
27087,3.240741496,3133880,2.08,0.7,-0.06,0,0,0,0,-1.403492843,-352.96,-52.76,-8.88E-19,-0.0644,0.212,2
27089,2.821228346,10707760,6.96,0.98,-0.04,0.04,0,0,0,-0.436253051,-380.1,-21.344,0,-0.0212,0.3406,1
27091,1.691701492,22662400,10.04,0.76,0.2,2.42,0,0,0,18.19196793,-163,6777.512,98.43264,-0.6094,0.2392,4
27093,1.569863221,8219720,4.28,0.28,0.6,-0.34,0,0,0.02,-4.331102563,311.1,-652.768,-1021.91364,-0.623,0,1
27095,1.229105995,1254640,0.54,0.02,0.02,0,0,-0.06,0,-1.024687682,-289.32,-73.488,-0.16488,59.1704,0,2
27097,1.921385916,14759400,8.7,0.12,0.76,0.96,0.14,-0.18,0.82,6.01726644,447.76,1017.944,397.53468,1643.601,0,3
27099,2.365818202,15955000,9.12,1,0.74,0.48,0,0,0.14,10.32614658,318.48,3225.08,261.3564,-0.0778,0,4
27101,2.893288557,13018200,9.86,0.92,0.54,0.76,0,0,0,6.273888109,650.8,1638.744,0,0.244,0.2734,1
27103,1.468092678,11412100,5.04,0.92,0.16,0.82,0,-0.06,0,6.988572704,550.36,1074.888,2.22E-19,-1.2518,0,1
27105,2.639137723,20228080,11.88,0.5,1.38,0.52,0,0,-0.02,15.31338752,2617.22,2899.864,133.89912,21.1994,0.1452,3
27107,3.244598598,9416400,7.32,1.44,-0.08,0.02,0,0,0,-0.93934306,-339.66,-85.264,0,0.084,0.1606,1
27109,2.338672678,7348460,5.18,0.54,0.32,-0.08,0,0,0,-1.559010728,-283.04,-243.64,0,-0.6434,-0.5142,2
27111,1.489337804,11256240,7.32,0.62,0.8,0.16,0,0,-0.06,-1.027860064,-1125.58,-200.552,276.58584,-0.3278,0,1
27113,2.94149982,2669160,2.38,-0.22,0.32,0.02,0,0,0,0.203305373,65.06,0,-0.00576,-0.149,0.0276,2
27115,1.054909056,577060,0.54,0.06,0.2,0,0,0,0,-0.849571069,-582.04,-38.808,0.0954,-0.3214,0,2
27117,1.845027851,12399000,6.12,0.8,1.34,-0.02,0,0,0,20.74362711,1270.76,3726.504,0,0.0856,-0.254,3
27119,2.372091203,17030860,10.66,0.92,-0.12,0.12,0,0,0,-0.421930378,-675.22,244.104,-0.01872,0.3204,0.0188,1
27121,2.723604211,7601480,4.92,0.9,0.34,0.18,0,0,0.02,3.396124397,-318.42,1487.144,0,8.718,0.3854,1
27123,-2.615779346,-160660,-0.12,0,0,0,0,0,0,-0.010098704,-0.8,0,0,0,0.0036,2
27125,3.392771604,2693020,2.16,0.26,0.1,0,0,0,0,-1.004954487,-212.2,-12.88,0,-0.0812,0.0656,2
