"","totMarkValue_1997","perBigMark1997","opgr500k_1997","opgr2000acres_1997","cattlegr500_1997","ophogsgr1000_1997","broilgr500000_2002","layergr100000_2002","turkeyContracts_2002","Adens_Int","cluster"
"19175",40088000,20.91648374,12,9,5,12,1,0,0,57.03802411,"2"
"19177",43154000,15.53737776,8,7,2,9,0,0,0,37.98671254,"2"
"19179",45811000,22.43347668,15,2,0,13,0,0,0,30.32424434,"2"
"19181",62267000,26.07480688,21,13,5,15,0,0,0,39.28049644,"2"
"19183",172951000,45.88582893,83,5,1,131,0,0,2,98.92069044,"1"
"19185",37265000,6.292768013,3,13,3,4,0,0,0,34.60535304,"2"
"19187",170726000,36.22646814,54,17,6,42,0,1,0,37.53687788,"1"
"19189",81723000,16.70031692,18,7,1,11,0,1,0,38.60580834,"1"
"19191",132220000,21.92482227,38,4,5,37,0,1,0,69.65519981,"1"
"19193",155092000,33.84442782,46,24,17,29,0,0,0,42.06491952,"1"
"19195",78863000,15.92381725,17,0,1,16,0,0,1,27.87813372,"1"
"19197",179262000,48.32981892,40,7,1,23,0,2,0,100.1503189,"1"
"21001",29677000,0,0,0,1,0,0,0,0,44.97552269,"2"
"21003",36017000,48.56595497,9,2,5,5,1,0,0,83.54727711,"2"
"21005",11809000,0,0,0,2,0,0,0,0,31.64553364,"2"
"21007",36147000,45.42562315,20,7,1,4,11,0,0,39.17218119,"2"
"21009",60342000,15.54307116,11,1,11,0,9,0,0,75.20948974,"2"
"21011",22478000,0,1,1,1,0,0,0,0,34.03904792,"2"
"21013",143000,0,0,0,0,0,0,0,0,0.69320539,"2"
"21015",16079000,0,2,0,0,0,0,0,0,18.919355,"2"
"21017",89539000,53.15449134,38,7,11,2,0,0,0,73.6321834,"1"
"21019",2585000,0,0,1,0,0,0,0,0,9.356925583,"2"
"21021",27661000,32.58016702,8,3,9,0,0,0,0,70.16968964,"2"
"21023",17543000,0,1,0,0,0,0,0,0,26.39647719,"2"
"21025",1455000,0,0,2,0,0,0,0,0,0.780798872,"2"
"21027",32712000,6.025311812,3,11,4,6,0,0,0,32.63072753,"2"
"21029",7910000,0,1,0,2,0,0,0,0,13.51564117,"2"
"21031",24043000,34.54643763,7,8,3,3,0,0,0,31.37574219,"2"
"21033",23305000,32.26346278,6,5,0,3,0,0,0,22.49427406,"2"
"21035",52333000,41.36204689,24,7,1,2,17,0,0,33.97178912,"2"
"21037",5769000,0,0,0,0,0,0,0,0,24.09188051,"2"
"21039",26308000,48.17926106,14,7,0,2,6,0,0,32.5372629,"2"
"21041",8863000,0,0,2,1,0,0,0,0,26.21948505,"2"
"21043",9836000,0,0,0,0,0,0,0,0,10.64552174,"2"
"21045",29235000,0,1,1,2,3,0,0,0,38.97381258,"2"
"21047",85736000,41.12508165,32,20,3,5,1,0,0,26.38578129,"1"
"21049",36126000,28.77705807,11,6,10,0,0,0,0,76.48829054,"2"
"21051",5310000,0,0,0,0,0,0,0,0,2.911622426,"2"
"21053",11218000,0,1,2,2,0,6,0,0,59.20313834,"2"
"21055",11078000,0,1,6,1,0,2,0,0,22.27189556,"2"
"21057",7461000,0,0,4,0,0,1,0,0,14.78397092,"2"
"21059",73251000,39.39468403,31,22,3,5,2,0,0,31.39025694,"1"
"21061",10877000,0,0,1,0,2,0,0,0,27.02354095,"2"
"21063",4180000,0,0,0,0,0,0,0,0,9.252170575,"2"
"21065",4781000,0,0,0,0,0,0,0,0,12.31537917,"2"
"21067",141357000,73.84423835,57,6,6,0,0,0,0,29.72525477,"1"
"21069",36879000,8.733967841,3,3,5,1,0,0,0,52.10550255,"2"
"21071",581000,0,0,0,0,0,0,0,0,0.490374128,"2"
"21073",15760000,0,1,1,1,0,0,0,0,26.73650882,"2"
"21075",25243000,41.21142495,13,13,0,0,6,0,0,8.303800854,"2"
"21077",6469000,0,1,0,0,0,0,0,0,18.68101488,"2"
"21079",29948000,15.24642714,6,1,7,0,0,0,0,63.1638052,"2"
"21081",15970000,0,0,0,0,0,0,0,0,24.61074246,"2"
"21083",125682000,57.72266514,56,10,1,7,47,0,0,58.05838944,"3"
"21085",34860000,18.56855995,10,5,3,3,0,0,0,40.49635136,"2"
"21087",23860000,0,1,0,2,0,0,0,0,49.30555437,"2"
"21089",8567000,0,0,2,0,0,0,0,0,11.56358716,"2"
"21091",12286000,24.4017581,4,3,0,2,1,0,0,23.71474384,"2"
"21093",40418000,12.72205453,8,5,2,5,2,0,0,31.43163982,"2"
"21095",206000,0,0,0,0,0,0,0,0,0.004419409,"2"
"21097",29071000,0,1,1,0,0,0,0,0,44.7198549,"2"
"21099",34612000,6.662429215,3,3,3,0,0,0,0,45.30548042,"2"
"21101",52110000,51.4066398,26,23,2,1,1,0,0,12.60911162,"1"
"21103",36830000,16.48112951,6,2,1,0,0,0,0,42.4306331,"2"
"21105",48803000,64.70913673,32,13,0,1,32,0,0,56.66350553,"1"
"21107",29460000,39.57909029,9,12,2,3,12,0,0,18.80265479,"2"
"21109",9993000,0,2,0,2,0,0,0,0,13.14119285,"2"
"21111",14260000,18.77279102,4,0,0,0,0,0,0,5.148851709,"2"
"21113",66651000,66.01851435,9,0,2,0,0,0,0,49.14187178,"2"
"21115",1351000,0,0,0,0,0,0,0,0,2.042135006,"2"
"21117",5360000,0,0,0,0,0,0,0,0,17.35987012,"2"
"21119",65000,0,0,0,0,0,0,0,0,0.42855248,"2"
"21121",3134000,0,0,2,0,0,0,0,0,5.1912081,"2"
"21123",25272000,19.57898069,7,1,4,0,0,0,0,47.69729432,"2"
"21125",15019000,0,0,0,1,0,0,0,0,20.4890754,"2"
"21127",2165000,0,0,0,0,0,0,0,0,3.464280351,"2"
"21129",1755000,0,0,0,0,0,0,0,0,4.058877825,"2"
"21131",122000,0,0,0,0,0,0,0,0,0.000903481,"2"
"21133",65000,0,0,0,0,0,0,0,0,0.353178962,"2"
"21135",14124000,0,0,2,0,0,0,0,0,11.45068748,"2"
"21137",38587000,16.37598155,8,1,8,0,0,0,0,64.18371238,"2"
"21139",10252000,30.89153336,5,6,4,0,2,0,0,21.55264819,"2"
"21141",66206000,29.19221823,21,10,4,1,0,0,0,33.96676173,"2"
"21143",6229000,0,2,3,1,1,0,0,0,14.24615361,"2"
"21145",17315000,36.29800751,9,2,0,0,1,0,0,9.903206892,"2"
"21147",569000,0,0,0,0,0,0,0,0,1.839121853,"2"
"21149",57957000,52.8426247,33,8,1,8,15,0,0,89.25325408,"1"
"21151",44862000,10.31385137,3,4,11,0,0,0,0,54.3577995,"2"
"21153",2699000,0,0,0,0,0,0,0,0,2.478453325,"2"
"21155",34336000,6.392707363,3,3,8,5,0,0,0,57.91738094,"2"
"21157",19777000,37.51832937,8,2,0,1,6,0,0,23.93025483,"2"
"21159",50000,0,0,0,0,0,0,0,0,0.630897026,"2"
"21161",30395000,10.66293798,5,2,4,0,0,0,0,47.31245023,"2"
"21163",19480000,10.90349076,3,3,1,0,1,0,0,35.86412845,"2"
"21165",4048000,0,0,0,0,0,0,0,0,7.774810152,"2"
"21167",30858000,20.53924428,7,4,6,0,0,0,0,58.82010824,"2"
"21169",25312000,0,2,2,2,0,3,0,0,50.6881224,"2"
"21171",25800000,13.34883721,5,4,9,0,5,0,0,66.23747003,"2"
"21173",22088000,0,0,0,1,0,0,0,0,54.63073649,"2"
"21175",9727000,0,0,0,0,0,0,0,0,10.02548814,"2"
"21177",34065000,57.89226479,5,6,0,1,4,1,0,18.75083378,"2"
"21179",39525000,23.94939911,10,1,4,12,0,0,0,54.67994725,"2"
"21181",15626000,0,1,2,0,0,0,0,0,42.04070167,"2"
"21183",45081000,38.84563342,15,7,2,0,5,0,0,32.71449534,"2"
"21185",16778000,31.01084754,5,1,0,1,0,0,0,21.3331303,"2"
"21187",21868000,8.112310225,3,0,0,0,0,0,0,25.60056396,"2"
"21189",2769000,0,0,0,0,0,0,0,0,2.687968671,"2"
"21191",14839000,0,2,0,0,0,0,0,0,25.52762689,"2"
"21193",598000,0,0,0,0,0,0,0,0,1.04510097,"2"
"21195",185000,0,0,0,0,0,0,0,0,0.218711826,"2"
"21197",2633000,0,0,0,0,0,0,0,0,5.789060021,"2"
"21199",36572000,0,1,1,1,0,0,0,0,39.78269632,"2"
"21201",6676000,0,0,0,0,0,0,0,0,17.17899359,"2"
"21203",10728000,0,0,1,0,0,0,0,0,22.8767638,"2"
"21205",4520000,0,0,0,0,0,0,0,0,8.073307132,"2"
"21207",28686000,20.96493063,4,0,3,0,0,0,0,55.32315373,"2"
"21209",65530000,53.197009,21,1,1,0,0,0,0,43.9671428,"2"
"21211",56575000,15.85152452,9,3,3,5,0,0,0,45.88618525,"2"
"21213",33693000,28.62018817,12,8,0,3,0,0,0,31.50952388,"2"
"21215",19988000,0,2,2,1,0,0,0,0,34.701218,"2"
"21217",24916000,7.087815059,3,0,1,0,0,0,0,46.29803708,"2"
"21219",71601000,45.79684641,29,8,1,7,0,2,0,33.00283176,"2"
"21221",26613000,48.06297674,11,9,4,7,0,0,0,21.50367524,"2"
"21223",10779000,0,1,0,0,0,0,0,0,22.23996751,"2"
"21225",61698000,56.15903271,34,31,4,12,0,0,0,30.30575255,"1"
"21227",65948000,39.46594286,13,4,7,5,1,0,0,62.64578028,"2"
"21229",32883000,16.44922908,6,2,5,1,0,0,0,52.20657555,"2"
"21231",50571000,0,5,4,5,4,5,0,0,28.82204791,"2"
"21233",36523000,42.17342497,15,7,3,0,33,0,0,48.61611872,"1"
"21235",3279000,0,1,0,0,0,0,0,0,8.537096496,"2"
"21237",3915000,0,0,1,0,0,0,0,0,6.285119455,"2"
"21239",116464000,70.52222146,34,4,2,0,0,0,0,47.75574808,"2"
"22001",67669000,34.60668844,28,30,1,0,0,0,0,6.729671342,"1"
"22003",11644000,16.18000687,3,11,1,0,0,0,0,5.980604154,"2"
"22005",15969000,65.89642432,9,8,2,0,0,0,0,13.59997381,"2"
"22007",34928000,63.74255612,24,9,0,0,0,0,0,1.230386672,"2"
"22009",65509000,45.12509731,39,21,2,0,0,0,0,10.62037771,"1"
"22011",12038000,0,2,14,4,2,0,0,0,9.741310176,"2"
"22013",6178000,38.76659113,3,3,0,0,4,0,0,9.772737476,"2"
"22015",9627000,0,0,8,6,0,0,0,0,10.53170078,"2"
"22017",28621000,55.35795395,16,20,4,0,0,0,0,9.936601604,"1"
"22019",21329000,7.745323269,3,37,3,0,0,0,0,14.35729368,"1"
"22021",11666000,38.71935539,6,11,0,0,0,0,0,5.017200049,"2"
"22023",11275000,29.18847007,3,24,9,0,0,0,0,8.689426011,"2"
"22025",44292000,51.43140974,25,24,1,0,0,0,0,4.391420582,"1"
"22027",41940000,79.32761087,26,1,3,1,21,0,0,22.90226527,"1"
"22029",61677000,52.91924056,35,26,0,0,0,0,0,1.705731937,"1"
"22031",19940000,41.68505517,9,11,9,0,0,0,0,16.46573838,"2"
"22033",9505000,0,1,1,5,0,0,0,0,15.76038849,"2"
"22035",64001000,57.36004125,39,26,2,0,0,0,0,3.414383805,"1"
"22037",8004000,0,0,8,4,0,0,0,0,19.97945578,"2"
"22039",45819000,33.8571335,17,19,0,0,0,0,0,10.80783115,"2"
"22041",90772000,43.76680033,28,21,3,0,0,0,0,14.35388923,"1"
"22043",6274000,0,2,4,0,0,0,0,0,4.168460555,"2"
"22045",52490000,65.46389789,35,10,1,0,0,0,0,3.334636712,"1"
"22047",38001000,75.92168627,24,10,5,0,0,0,0,5.848697454,"1"
"22049",30526000,93.7561423,30,0,0,0,16,0,0,24.48796028,"1"
"22051",4258000,0,2,0,0,0,0,0,0,1.778208767,"2"
"22053",52900000,15.55009452,13,33,2,0,0,0,0,12.14922342,"1"
"22055",25296000,55.46331436,13,9,1,0,0,0,0,19.03474398,"2"
"22057",33936000,58.52487034,22,13,8,0,0,0,0,8.075242172,"1"
"22059",1347000,0,0,1,0,0,0,0,0,3.094068158,"2"
"22061",39942000,82.28681588,29,0,1,0,37,0,0,52.94033331,"1"
"22063",11942000,59.38703735,7,2,0,0,0,0,0,8.303682357,"2"
"22065",65338000,48.36083137,32,32,0,0,0,0,0,1.59662463,"1"
"22067",80475000,46.74495185,35,27,5,0,0,0,0,3.882116141,"1"
"22069",54830000,61.69068028,31,19,13,0,9,0,0,15.8216891,"1"
"22071",35000,0,0,0,0,0,0,0,0,0,"2"
"22073",29256000,55.34933005,16,6,1,0,4,0,0,8.644024163,"2"
"22075",5381000,0,1,5,4,0,0,0,0,3.461243705,"2"
"22077",55020000,62.84078517,35,28,4,0,0,0,0,14.92243882,"1"
"22079",58591000,36.90327866,29,14,5,0,0,0,0,7.796751342,"2"
"22081",11076000,36.05092091,6,16,8,0,0,0,0,16.62185916,"2"
"22083",58924000,31.61869527,23,26,6,0,0,0,0,10.87628931,"1"
"22085",57963000,77.39937546,51,1,2,0,24,0,0,31.20023937,"1"
"22087",365000,0,0,0,0,0,0,0,0,0.408079286,"2"
"22089",5233000,77.83298299,3,1,0,0,0,0,0,4.552171344,"2"
"22091",31288000,0,4,2,1,0,0,1,0,16.81145378,"2"
"22093",27058000,84.42604775,23,5,0,0,0,0,0,0.358327091,"2"
"22095",3566000,78.04262479,4,1,0,0,0,0,0,0.582388898,"2"
"22097",66463000,46.65302499,32,22,6,0,0,0,0,14.14801743,"1"
"22099",32179000,58.02542031,17,7,0,0,0,0,0,1.933224764,"2"
"22101",40172000,82.93587573,33,8,0,0,0,0,0,1.466462339,"2"
"22103",13387000,31.57540898,5,2,2,0,0,0,0,4.817343203,"2"
"22105",63385000,23.13323341,19,0,6,0,1,0,0,28.75960645,"2"
"22107",71451000,71.31040853,45,32,0,0,0,0,0,0.526667709,"1"
"22109",15029000,66.37168142,10,6,1,0,0,0,0,1.820879017,"2"
"22111",96446000,84.69817307,92,2,2,0,41,0,0,64.03460951,"3"
"22113",73392000,28.38047744,25,27,4,0,0,0,0,11.26841029,"1"
"22115",10721000,50.41507322,6,0,2,0,2,0,0,5.193193748,"2"
"22117",47640000,31.02644836,12,1,1,0,0,0,0,23.2580877,"2"
"22119",5919000,0,2,0,0,0,2,0,0,8.00673134,"2"
"22121",30391000,81.46161693,6,3,0,0,0,0,0,3.791018245,"2"
"22123",45527000,36.26199837,17,8,1,1,0,0,0,13.51128398,"2"
"22125",3613000,0,2,5,2,0,0,0,0,9.157344569,"2"
"22127",3200000,0,2,0,1,0,0,1,0,2.289739736,"2"
"27001",15714000,25.41046201,6,8,0,0,0,0,0,3.179825873,"2"
"27003",23671000,51.94964302,10,1,0,1,0,0,1,4.336191878,"2"
"27005",105591000,52.43912833,38,35,4,2,0,1,6,12.78286503,"1"
"27007",18738000,19.46312307,5,9,1,0,0,0,0,4.227942561,"2"
"27009",92656000,50.31190641,28,5,3,6,2,0,0,50.69695816,"2"
"27011",57764000,27.43577315,12,10,0,7,0,0,0,16.87748524,"2"
"27013",222159000,54.55237015,85,7,5,80,0,0,0,80.28342521,"1"
"27015",181549000,43.18062892,61,6,10,57,0,0,2,83.13002607,"1"
"27017",8688000,0,1,0,1,0,0,0,0,5.106943433,"2"
"27019",63095000,19.31848799,15,6,1,4,0,0,0,47.71984984,"2"
"27021",20982000,34.97759985,3,7,6,1,0,0,0,6.159075298,"2"
"27023",99992000,42.06236499,49,26,0,10,0,0,1,13.72976222,"1"
"27025",31415000,29.48591437,6,1,0,2,0,0,0,14.99349746,"2"
"27027",139430000,45.32668723,68,62,3,2,0,2,0,8.601610876,"1"
"27029",22384000,36.44567548,7,11,3,0,0,1,0,10.01827733,"2"
"27031",102000,0,0,0,0,0,0,0,0,0.015831438,"2"
"27033",160246000,45.7927187,53,13,15,32,0,0,2,51.38125987,"1"
"27035",14377000,15.74737428,3,1,1,0,0,0,1,6.729418407,"2"
"27037",103587000,46.84178517,44,12,13,12,0,0,1,32.61585042,"1"
"27039",106371000,47.07204031,51,16,6,23,0,0,4,56.43800265,"1"
"27041",60189000,16.96987822,9,4,1,3,0,0,1,22.70743669,"2"
"27043",171886000,33.07541045,62,15,2,58,0,0,0,51.41682623,"1"
"27045",146177000,31.89284224,55,12,5,39,0,0,1,57.59120775,"1"
"27047",161522000,36.60368247,60,8,0,53,0,0,2,51.59870934,"1"
"27049",162493000,29.46280763,49,10,12,25,0,0,2,55.6002138,"1"
"27051",63105000,34.42516441,25,25,0,6,0,0,0,7.076322504,"1"
"27053",43984000,52.42815569,14,1,0,0,0,0,0,6.961261832,"2"
"27055",77110000,20.88185709,20,9,3,7,0,0,1,46.21033433,"2"
"27057",24384000,71.10400262,6,5,1,1,0,0,0,4.460625316,"2"
"27059",25883000,21.55468841,6,7,0,3,0,0,0,10.51621432,"2"
"27061",5173000,0,0,2,0,0,0,0,0,1.559774151,"2"
"27063",148586000,39.31931676,53,9,5,52,0,0,1,52.25958055,"1"
"27065",17403000,0,2,4,2,3,0,0,0,19.70246224,"2"
"27067",225909000,64.48525734,51,21,1,20,0,0,5,51.93048261,"1"
"27069",61189000,25.2643449,22,73,3,1,0,0,0,4.857298718,"1"
"27071",3802000,0,2,2,0,0,0,0,0,0.742713379,"2"
"27073",114343000,28.13639663,19,13,2,14,0,1,1,20.51603234,"2"
"27075",132000,0,0,0,0,0,0,0,0,0.048795845,"2"
"27077",10397000,0,1,25,0,0,0,0,0,1.280975443,"1"
"27079",83266000,31.95782192,25,3,4,22,0,0,4,45.4884984,"1"
"27081",68951000,30.92340938,14,5,5,11,0,0,0,39.64611322,"2"
"27083",145966000,37.36692106,57,16,12,45,0,0,1,62.13877982,"1"
"27085",83326000,17.59714855,14,7,5,2,0,0,0,32.09073814,"2"
"27087",27773000,16.87970331,5,22,2,0,0,0,0,8.737851044,"1"
"27089",101197000,26.681621,37,106,1,0,0,0,0,3.605553572,"1"
"27091",254352000,57.30680317,110,13,6,99,0,0,0,124.7989748,"1"
"27093",140991000,51.12737692,26,14,5,12,0,1,2,45.58932743,"2"
"27095",27798000,8.84236276,3,3,3,0,0,1,0,15.70938763,"2"
"27097",157857000,45.00338914,66,8,3,3,3,4,3,42.08966005,"1"
"27099",162910000,37.70486772,72,23,3,50,0,0,1,52.42264769,"1"
"27101",125707000,27.42090735,41,13,16,28,0,0,0,45.44768827,"1"
"27103",173151000,54.89486056,49,5,1,42,0,2,0,95.54910276,"1"
"27105",158293000,33.74817585,52,12,17,70,0,0,0,77.05656048,"1"
"27107",78108000,21.63670815,21,61,1,1,0,0,0,6.075939082,"1"
"27109",103669000,29.53341886,28,10,3,9,0,0,0,39.45288696,"1"
"27111",210513000,35.80253951,52,32,7,7,0,0,1,25.79614198,"1"
"27113",28737000,11.22246581,5,49,0,0,0,0,0,5.125795554,"1"
"27115",40078000,29.93412845,7,3,2,0,0,1,0,9.605291537,"2"
"27117",117115000,54.06480809,35,8,7,35,0,0,0,82.04253175,"1"
"27119",202672000,41.90564064,108,151,6,3,0,0,0,5.595227564,"1"
"27121",82817000,27.53420192,24,23,2,8,0,0,0,24.19609509,"1"
"27123",6236000,65.39448364,4,0,0,0,0,0,0,0.03038741,"2"
"27125",24106000,9.814983821,3,21,1,0,0,0,0,10.64526104,"1"
"27127",208434000,34.52891563,72,9,11,60,0,0,2,55.38097467,"1"
"27129",299907000,58.91026218,108,37,5,49,0,1,0,52.68632805,"1"
"27131",127235000,51.92596377,36,9,2,28,0,0,2,67.98624824,"1"
"27133",133328000,48.53969159,53,16,12,39,0,0,0,89.21103716,"1"
"27135",62869000,20.20073486,16,78,4,2,0,0,1,6.74345474,"1"
"27137",10902000,0,0,3,0,0,0,0,0,0.803275775,"2"
"27139",46097000,26.62429225,15,4,2,6,0,0,0,33.28322945,"2"
"27141",43558000,60.3425318,27,6,3,4,0,0,0,12.27491889,"2"
"27143",145816000,41.87194821,52,13,3,32,0,2,0,47.61003573,"1"
"27145",300857000,31.02503847,89,8,14,15,4,4,5,71.34342082,"1"
"27147",97874000,36.32425363,33,12,0,19,0,0,5,49.63092436,"2"
"27149",109848000,51.2599228,50,19,10,23,0,1,0,42.18656543,"1"
"27151",123452000,39.01678385,34,25,3,6,0,0,2,20.68641389,"1"
"27153",113910000,37.60512685,25,3,3,4,0,0,2,35.64009827,"2"
"27155",73235000,30.5577934,30,33,1,8,0,0,0,7.270449775,"1"
"27157",94552000,16.78441493,21,2,11,9,0,1,0,54.55173032,"1"
"27159",54465000,61.48168549,11,2,3,0,0,0,0,17.47294778,"2"
"27161",118958000,43.09252005,40,3,4,33,0,0,5,72.04243489,"1"
"27163",56407000,57.46981758,8,3,0,0,0,0,0,7.954028866,"2"
"27165",120229000,46.96371092,53,12,5,36,0,0,2,56.78502579,"1"
"27167",103820000,49.78905798,54,67,0,3,0,0,0,4.034834787,"1"
"27169",122526000,37.44021677,48,4,18,10,0,0,1,59.08518163,"1"
"27171",92886000,30.33718752,30,5,3,4,1,1,0,30.98062692,"2"
"27173",125787000,26.51227869,33,9,6,28,0,0,0,36.76033593,"1"
"28001",6001000,44.72587902,3,7,1,0,0,0,0,5.066714533,"2"
"28003",8266000,0,2,5,1,0,0,0,0,10.64290441,"2"
"28005",34566000,77.79031418,22,5,2,0,14,0,0,22.5624824,"1"
"28007",14645000,55.13827245,8,12,2,0,2,0,0,8.515163326,"2"
"28009",8402000,27.82670793,3,8,0,0,0,0,0,9.909665397,"2"
"28011",161809000,71.11718137,91,72,1,0,0,0,0,1.270734725,"1"
"28013",24887000,38.50604733,10,9,1,1,0,0,0,11.17196928,"2"
"28015",16019000,42.34346713,8,9,1,0,0,0,0,11.27054809,"2"
"28017",30463000,64.7572465,14,9,8,8,0,0,0,25.32456071,"1"
"28019",8636000,74.51366373,5,5,1,5,0,0,0,16.44375274,"2"
"28021",6444000,48.16883923,3,8,4,0,0,0,0,9.436246667,"2"
"28023",5094000,53.35689046,3,1,0,1,4,0,0,5.847850804,"2"
"28025",12429000,17.96604715,3,12,4,0,0,0,0,19.48604058,"2"
"28027",100954000,82.72084316,64,46,0,0,0,0,0,0.579032278,"1"
"28029",51944000,82.57546589,31,4,5,1,10,0,0,20.32646517,"1"
"28031",48641000,68.27367858,31,2,6,0,15,0,0,51.23174397,"1"
"28033",27263000,72.58555551,19,15,3,0,0,0,0,10.72324609,"1"
"28035",15935000,56.89363037,10,3,2,0,1,0,0,15.63582893,"2"
"28037",3686000,0,1,2,0,0,1,0,0,4.377727142,"2"
"28039",9540000,20.96436059,3,0,0,0,0,0,0,8.898621673,"2"
"28041",15589000,59.52274039,11,1,0,0,5,0,0,11.66592789,"2"
"28043",9891000,35.74967142,4,13,3,0,0,0,0,10.69434879,"2"
"28045",2366000,0,0,0,0,0,0,0,0,6.301373413,"2"
"28047",2803000,0,0,0,0,0,0,0,0,3.316355368,"2"
"28049",53569000,80.12469899,10,12,8,0,0,1,0,17.30965819,"1"
"28051",39714000,71.22677142,25,28,2,0,0,0,0,5.971464018,"1"
"28053",128881000,81.97484501,75,31,0,0,0,0,0,0.617292014,"1"
"28055",32684000,78.80308408,25,24,1,0,0,0,0,1.053297844,"1"
"28057",17722000,42.41620585,9,3,0,1,4,0,0,19.41139718,"2"
"28059",5210000,47.50479846,4,0,1,0,0,0,0,4.627026465,"2"
"28061",35835000,71.09808846,33,3,0,0,8,0,0,21.99124163,"1"
"28063",9806000,70.21211503,8,4,0,0,2,0,0,11.87431749,"2"
"28065",17349000,65.62337887,13,0,3,0,7,0,0,31.19238153,"2"
"28067",119204000,66.20834871,79,3,2,0,23,0,0,66.82259675,"1"
"28069",8665000,35.79919215,3,1,2,0,1,0,0,8.141372878,"2"
"28071",6416000,37.95199501,3,4,0,0,0,0,0,6.384136709,"2"
"28073",39152000,83.63557417,26,2,5,0,3,0,0,34.51557946,"2"
"28075",5060000,0,1,2,2,0,0,0,0,6.457347991,"2"
"28077",27771000,78.92045659,18,1,0,0,15,0,0,31.28187432,"1"
"28079",116010000,74.13843634,85,2,1,0,40,0,0,71.409627,"3"
"28081",21426000,35.49892654,5,10,4,0,1,0,0,16.55356782,"2"
"28083",118772000,81.27925774,72,38,1,0,0,0,0,1.399496195,"1"
"28085",35789000,66.39470228,19,2,4,0,11,0,0,33.96689574,"2"
"28087",45330000,0,6,12,7,2,0,0,0,7.867047009,"2"
"28089",24596000,48.33712799,17,14,7,0,0,0,0,11.19821124,"1"
"28091",30524000,60.92582886,18,2,0,0,18,0,0,32.20062169,"1"
"28093",14424000,30.1442041,6,16,5,0,0,0,0,12.2806326,"2"
"28095",17505000,19.1031134,5,11,3,3,0,0,0,11.53661894,"2"
"28097",9660000,23.64389234,3,5,3,2,0,0,0,11.62138369,"2"
"28099",112124000,83.45760051,99,3,0,0,51,0,0,92.67974275,"3"
"28101",99245000,78.79590911,69,2,0,0,23,0,0,70.79247239,"1"
"28103",44574000,47.04760623,18,13,8,9,0,0,0,18.81286667,"1"
"28105",9320000,35.87982833,4,2,4,2,0,0,0,14.99427831,"2"
"28107",33030000,52.1253406,18,24,3,0,0,0,0,11.87370562,"1"
"28109",9397000,0,0,5,6,0,0,0,0,12.95933716,"2"
"28111",11239000,62.46107305,9,0,0,0,2,0,0,8.105480342,"2"
"28113",52518000,77.32586923,21,0,3,0,17,0,0,43.22216167,"1"
"28115",9644000,0,3,3,2,0,1,0,0,11.01596212,"2"
"28117",7918000,0,2,5,0,1,0,0,0,6.268619768,"2"
"28119",46070000,66.25569785,28,23,0,0,0,0,0,0.048132677,"1"
"28121",66203000,73.61448877,46,4,3,0,27,0,0,47.72444969,"1"
"28123",222181000,88.14075011,191,3,2,0,70,0,0,133.5731134,"3"
"28125",61030000,82.51679502,43,32,0,0,0,0,0,-1.0732e-05,"1"
"28127",127050000,89.41833924,117,0,1,2,51,0,0,90.23228875,"3"
"28129",172774000,84.11335039,182,0,0,0,50,0,0,115.535178,"3"
"28131",4468000,0,2,2,1,0,0,0,0,7.571507953,"2"
"28133",166387000,80.49366838,103,59,0,1,0,0,0,0.742846198,"1"
"28135",86607000,73.00102763,42,40,1,0,0,0,0,4.273197113,"1"
"28137",25453000,42.98903862,13,9,13,0,0,0,0,28.97099806,"2"
"28139",9783000,0,1,3,1,0,0,0,0,12.02866061,"2"
"28141",4017000,0,2,0,0,0,1,0,0,5.049396534,"2"
"28143",66361000,88.84284444,42,43,0,0,0,0,0,1.036887181,"1"
"28145",11261000,33.0343664,4,3,0,0,2,0,0,12.98699322,"2"
"28147",60014000,70.63851768,37,3,5,0,26,0,0,65.92614629,"1"
"28149",12638000,50.06330116,6,13,3,0,0,0,0,4.174472255,"2"
"28151",153061000,81.57597298,102,62,1,0,0,0,0,1.107945821,"1"
"28153",79013000,71.08830192,63,0,1,0,41,0,0,48.84441167,"3"
"28155",12475000,50.34869739,6,4,1,2,0,0,0,11.81081594,"2"
"28157",5395000,0,2,14,5,0,0,0,0,8.463425924,"2"
"28159",8545000,29.98244587,3,1,1,1,1,0,0,11.42706127,"2"
"28161",12050000,52.22406639,4,6,0,1,0,0,0,8.439553876,"2"
"28163",76673000,67.8661328,44,40,3,3,0,0,0,6.981827709,"1"
"29001",22095000,0,0,5,1,2,0,0,0,25.39915618,"2"
"29003",41130000,12.01799173,8,8,1,2,0,0,0,25.09606057,"2"
"29005",64972000,16.40706766,17,16,0,0,0,0,0,12.56582968,"2"
"29007",85227000,24.08274373,25,22,12,12,0,0,0,32.3245802,"2"
"29009",153920000,71.37409044,102,8,15,2,79,0,6,99.80720756,"3"
"29011",64904000,40.81874769,24,18,8,12,0,0,2,44.11671034,"2"
"29013",66069000,30.65582951,15,24,19,6,0,0,0,37.88588687,"2"
"29015",30832000,31.5451479,9,9,4,2,4,0,4,26.83533542,"2"
"29017",18945000,17.77249934,4,5,3,2,1,0,0,22.6797985,"2"
"29019",41533000,34.51231551,11,5,6,6,0,0,0,24.07952392,"2"
"29021",33883000,11.4688782,4,3,1,1,0,0,0,19.64126945,"2"
